1.79941	5.3641
1.79941	5.36411
1.79939	5.36406
1.8049	5.36412
1.82889	5.36411
1.92494	5.3641
1.80217	5.36409
1.81508	5.36417
1.80207	5.36407
1.82305	5.36415
1.81562	5.36405
1.80154	5.3641
1.79939	5.36406
1.79942	5.36413
1.7994	5.36408
1.7994	5.36408
2.99565	5.34689
2.64823	5.34681
2.75962	5.34681
3.04122	5.34692
3.33861	5.34679
3.3034	5.34687
2.86982	5.34684
2.96096	5.34689
2.44333	5.34679
3.30964	5.34686
3.16609	5.34688
3.13374	5.34685
2.83282	5.3468
3.46406	5.34682
3.26058	5.34686
3.15465	5.34685
3.02088	5.34682
3.02293	5.34678
3.24957	5.34687
3.05035	5.34682
3.01913	5.34685
5.30187	5.32737
5.05081	5.32745
4.92787	5.32751
4.92533	5.32746
5.25046	5.32747
4.88596	5.3275
4.58993	5.32748
4.34932	5.32755
4.18514	5.32752
4.47207	5.32754
4.28144	5.3276
4.23028	5.32751
4.1942	5.32747
4.46366	5.32759
4.0561	5.32757
4.34209	5.32757
3.9753	5.32756
3.98843	5.32762
4.11263	5.32759
4.37553	5.32762
4.10344	5.32763
6.38692	5.3102
6.21008	5.31019
5.55587	5.3102
5.95852	5.31018
5.49739	5.31016
5.29687	5.31016
5.33452	5.31015
5.42821	5.31018
5.6925	5.3102
6.05544	5.31022
5.79596	5.31017
5.87884	5.31023
5.51512	5.31023
5.43594	5.31009
5.52778	5.31014
5.68838	5.31016
5.4729	5.31018
5.57639	5.31011
5.84931	5.31017
5.56568	5.31013
5.57825	5.31014
7.7194	5.2928
7.03524	5.29281
7.09985	5.29278
7.15157	5.29282
7.19118	5.29277
7.0571	5.29281
6.73674	5.29282
6.68462	5.2928
6.52103	5.29278
6.54012	5.2928
6.55642	5.29282
6.77337	5.29277
7.01618	5.29285
7.16534	5.29282
7.02854	5.29283
7.08407	5.29283
7.04	5.29275
6.98714	5.29285
7.36364	5.29284
7.54211	5.29282
7.25103	5.29284
10.0402	5.27723
9.56948	5.27619
9.29664	5.2762
9.40579	5.27619
9.18588	5.27617
9.24813	5.27622
9.06719	5.27621
9.15477	5.2762
9.30818	5.27622
9.24804	5.27624
9.30436	5.2762
9.96788	5.27617
10.1238	5.27621
9.78726	5.27621
9.90407	5.27626
9.94932	5.27622
9.24288	5.27608
9.08346	5.27612
9.67459	5.27616
9.98673	5.27618
9.69179	5.27617
11.7154	5.2631
11.8222	5.25842
11.0264	5.2584
11.0197	5.25838
10.6426	5.25834
10.316	5.2584
10.9007	5.25837
10.7556	5.25837
10.4906	5.25838
10.5237	5.25843
10.6801	5.25836
10.5684	5.25836
10.3006	5.25836
10.1602	5.25837
9.55915	5.25834
9.92731	5.25839
10.192	5.25836
9.99197	5.25839
9.88639	5.25837
9.8925	5.25836
9.88481	5.2584
10.5208	5.25077
11.8227	5.24121
11.9157	5.24116
11.5401	5.24115
11.6871	5.24117
12.2359	5.2412
11.8149	5.24113
11.7784	5.2412
11.7532	5.24118
12.1299	5.24114
11.8614	5.24121
11.8604	5.24117
11.7858	5.24118
11.524	5.24119
11.5724	5.24118
11.6814	5.24118
11.9117	5.24114
11.9604	5.24119
12.1651	5.2412
11.4805	5.24119
11.3211	5.24114
11.3466	5.23815
12.9903	5.2239
13.1011	5.22397
12.7282	5.22394
12.3784	5.22397
12.2242	5.22395
12.3047	5.2239
12.6163	5.22395
12.5624	5.22389
12.493	5.22391
12.1014	5.22395
12.205	5.22396
12.3261	5.2239
12.5752	5.22394
12.8416	5.22393
12.9177	5.2239
12.4709	5.22389
12.912	5.22391
12.5312	5.22392
12.4854	5.22395
12.2355	5.22392
12.2159	5.22395
13.8137	5.20648
13.7212	5.20645
13.6779	5.20628
13.6559	5.20633
13.7941	5.20648
13.9244	5.20646
13.9271	5.2064
13.348	5.20616
13.957	5.20637
14.1243	5.20659
14.5988	5.20633
14.553	5.20634
14.4989	5.20635
14.2471	5.20633
14.6983	5.20651
14.8871	5.20644
14.7345	5.20644
14.3496	5.20626
14.7841	5.2064
14.2428	5.20643
13.9794	5.2064
15.1815	5.18894
15.3062	5.18896
15.5226	5.18897
14.7557	5.1889
14.5044	5.18887
14.4164	5.18905
15.1476	5.18885
15.2158	5.18893
15.0561	5.18909
15.4734	5.18892
15.4657	5.18896
14.7777	5.18895
14.1815	5.18893
14.3661	5.189
14.2603	5.1889
14.22	5.18894
14.1506	5.18892
14.544	5.18886
14.5298	5.18897
14.9339	5.18902
15.4044	5.18896
17.0077	5.17162
17.4269	5.17147
17.355	5.1716
17.1866	5.17168
16.7589	5.17175
16.9148	5.17173
16.2194	5.17178
16.3508	5.17167
16.3434	5.1717
15.4785	5.17161
16.5247	5.17169
16.3577	5.17168
16.2026	5.17168
16.2543	5.17167
16.2336	5.17167
15.983	5.17173
15.5079	5.17181
15.9879	5.1717
16.5367	5.17172
16.4155	5.17165
16.4933	5.17165
18.0037	5.15455
18.033	5.15445
17.7936	5.15443
17.6016	5.15433
17.1387	5.15444
16.9217	5.15442
16.7206	5.15438
16.8303	5.15439
16.9405	5.15434
16.9045	5.1544
16.9543	5.15443
16.9485	5.1545
17.1096	5.1545
17.499	5.15437
17.6933	5.15434
17.6419	5.15447
17.6406	5.15446
17.978	5.1544
17.7913	5.1544
17.9587	5.15434
17.6436	5.15447
19.223	5.13725
18.7339	5.13724
18.5895	5.13723
18.7155	5.13721
18.3847	5.13723
18.3719	5.13715
19.0369	5.13718
18.7913	5.1373
18.9177	5.13727
18.5462	5.1372
19.1189	5.13719
18.6916	5.13731
18.263	5.13726
18.9201	5.13724
18.6122	5.13718
18.2672	5.13722
17.9333	5.13725
17.6418	5.13715
17.6901	5.13718
18.206	5.13735
18.0668	5.13728
20.2021	5.11926
19.3819	5.11925
19.5744	5.11924
19.2726	5.11922
19.0763	5.11919
18.7587	5.11919
18.6814	5.11918
19.1158	5.11923
19.5407	5.11923
19.939	5.11922
19.9965	5.11915
19.6729	5.11918
19.4449	5.11921
19.4637	5.11923
19.7575	5.11922
19.7719	5.11923
19.5278	5.11925
19.5709	5.11922
19.564	5.11922
19.362	5.1192
19.7724	5.11919
21.4574	5.10348
21.1761	5.10236
21.1977	5.10238
21.17	5.10235
20.8999	5.10236
21.0691	5.10233
20.9604	5.10239
20.6131	5.10234
20.4452	5.10228
20.5076	5.10234
20.6091	5.10232
20.6199	5.10232
20.6552	5.10232
20.4816	5.10227
20.4538	5.10223
20.7568	5.1023
20.7456	5.10232
20.5919	5.10234
20.5482	5.10231
20.313	5.10233
20.24	5.10225
21.4993	5.08985
21.5382	5.08536
21.5342	5.08539
21.409	5.08532
21.3745	5.08531
21.9145	5.08537
21.4554	5.08532
21.7502	5.08529
22.0256	5.08535
22.2028	5.0854
22.2493	5.08536
22.1589	5.0853
21.9985	5.08531
22.4474	5.08535
22.5005	5.08535
22.0643	5.08533
22.3834	5.08533
22.0959	5.08532
21.9599	5.08537
21.8389	5.08533
22.1842	5.08537
22.7211	5.07757
23.6246	5.06822
23.3702	5.06823
23.5485	5.06816
23.5233	5.06817
23.2637	5.0682
23.3285	5.06824
23.3116	5.06813
23.1996	5.06812
23.2237	5.06821
22.7575	5.06815
22.6097	5.06816
22.4885	5.06815
22.4456	5.06818
22.4785	5.06821
22.6494	5.06819
22.5243	5.06822
22.5269	5.06824
22.3922	5.06818
21.8448	5.06817
21.9958	5.06817
22.6632	5.06504
23.4439	5.04993
23.7105	5.04993
23.5109	5.05007
23.4744	5.04986
23.5935	5.05016
23.3985	5.04996
23.2409	5.05004
23.2927	5.04991
23.1902	5.04996
22.9104	5.04996
22.9298	5.05009
